Student_ID,Attendance,Study_Hours,CGPA,Internal_Marks,Assignment_Score,Communication_Skills,Project_Score,Placement_Status
STU05062,94.67,2.36,3.22,76.77,86.43,Medium,81.08,Placed
STU05063,76.6,1.83,2.72,70.13,58.95,Medium,75.5,Placed
STU05064,69.1,3.16,2.75,69.58,51.94,Medium,74.82,Placed
STU05065,86.7,1.9,2.83,72.14,79.13,Medium,83.97,Placed
STU05066,56.58,7.23,3.03,79.44,53.35,Medium,85.19,Placed
STU05067,75.42,1.26,2.44,66.62,65.25,Low,67.45,Placed
STU05068,69.46,6.56,3.25,87.25,60.89,High,78.22,Placed
STU05069,94.58,2.27,3.05,79.71,68.81,Low,85.58,Placed
STU05070,55.52,9.51,3.65,84.8,69.13,Medium,98.88,Placed
STU05071,78.77,9.4,3.86,85.43,81.12,Medium,100.0,Placed
STU05072,86.85,3.03,3.21,84.47,75.2,Medium,82.09,Placed
STU05073,75.86,6.53,3.61,89.98,86.09,Low,100.0,Placed
STU05074,58.67,1.25,2.44,63.44,50.0,High,79.94,Placed
STU05075,96.82,9.39,4.0,84.49,100.0,High,95.11,Placed
STU05076,77.27,5.71,3.12,80.57,75.89,High,85.26,Placed
STU05077,81.41,1.39,2.51,74.77,70.03,Medium,67.17,Placed
STU05078,65.17,4.08,2.92,73.51,50.0,Low,81.22,Placed
STU05079,75.79,1.69,2.44,65.56,64.53,Low,72.32,Not Placed
STU05080,73.45,4.54,2.99,76.26,70.27,Medium,75.37,Placed
STU05081,58.22,7.03,3.29,86.9,60.5,Low,93.84,Placed
STU05082,59.56,5.23,3.14,77.88,69.71,High,84.61,Placed
STU05083,91.01,4.45,3.25,72.62,78.21,High,90.26,Placed
STU05084,65.31,2.07,2.44,69.86,50.0,Medium,73.73,Placed
STU05085,63.38,3.2,2.73,76.67,60.01,High,70.12,Placed
STU05086,76.71,1.9,2.52,69.79,53.53,Medium,77.12,Placed
STU05087,88.06,8.27,3.78,91.71,90.71,Medium,92.68,Placed
STU05088,57.66,2.22,2.45,73.69,55.82,Medium,67.74,Not Placed
STU05089,79.8,6.36,3.4,80.45,80.91,Low,90.1,Placed
STU05090,60.13,4.08,2.78,73.55,53.87,Medium,79.52,Placed
STU05091,56.57,3.03,2.43,59.93,50.0,Medium,66.58,Placed
STU05092,57.27,6.76,3.01,82.21,68.67,High,87.9,Placed
STU05093,90.87,5.11,3.27,77.57,75.71,Medium,87.46,Placed
STU05094,60.07,4.6,2.6,69.18,61.51,Low,79.54,Placed
STU05095,56.94,6.34,3.11,74.52,72.72,Medium,80.29,Placed
STU05096,73.83,5.42,3.3,81.94,73.59,High,89.61,Placed
STU05097,91.29,3.73,3.3,73.94,77.8,High,88.55,Placed
STU05098,66.28,6.03,3.11,72.39,65.16,Low,81.43,Placed
STU05099,73.13,7.03,3.28,79.09,71.7,High,86.46,Placed
STU05100,56.72,1.24,2.4,65.65,50.0,Medium,75.4,Placed
STU05101,74.31,5.19,3.24,80.55,70.73,Low,95.68,Placed
STU05102,79.84,1.52,2.71,69.55,67.5,High,74.29,Placed
STU05103,79.55,2.68,3.11,85.25,76.34,Low,79.17,Placed
STU05104,69.29,6.04,3.19,81.77,56.83,High,90.0,Placed
STU05105,68.57,8.8,3.56,86.12,61.61,High,100.0,Placed
STU05106,59.58,8.95,3.43,78.08,79.28,Medium,92.9,Placed
STU05107,70.77,1.63,2.32,79.89,56.85,Low,69.06,Not Placed
STU05108,59.28,4.77,2.95,73.25,57.4,High,81.53,Placed
STU05109,87.96,6.25,3.49,78.32,87.12,High,85.32,Placed
STU05110,96.55,2.32,3.12,81.01,78.09,High,85.14,Placed
STU05111,96.71,7.89,4.0,88.98,100.0,Medium,100.0,Placed
STU05112,92.2,7.7,3.73,80.66,94.8,Medium,87.6,Placed
STU05113,80.83,9.13,3.48,92.76,84.37,Low,98.02,Placed
STU05114,85.14,1.08,2.76,78.01,64.19,Low,83.07,Placed
STU05115,67.26,2.95,2.73,72.74,56.8,Low,79.54,Placed
STU05116,82.12,8.44,3.64,95.67,81.37,High,100.0,Placed
STU05117,74.59,7.04,3.48,85.86,85.92,Medium,91.11,Placed
STU05118,75.73,9.05,3.86,86.28,83.47,High,100.0,Placed
STU05119,87.58,1.51,2.65,83.19,62.59,Medium,81.09,Placed
STU05120,67.12,6.37,3.17,81.31,70.25,High,89.06,Placed
STU05121,68.68,6.12,3.42,84.11,76.94,High,89.39,Placed
STU05122,94.76,1.32,2.76,71.2,81.14,High,80.76,Placed
STU05123,57.42,5.62,2.96,75.82,53.24,High,88.59,Placed
STU05124,75.88,6.49,2.97,73.56,68.51,Low,92.42,Placed
STU05125,94.25,2.72,2.85,81.4,87.13,Low,81.01,Placed
STU05126,81.25,3.46,3.01,68.09,60.63,Medium,81.63,Placed
STU05127,78.5,6.76,3.63,90.34,80.31,High,94.34,Placed
STU05128,65.74,5.21,2.81,69.38,59.82,High,81.8,Placed
STU05129,69.76,8.72,3.62,83.1,84.86,Medium,100.0,Placed
STU05130,91.64,4.08,3.18,76.69,74.23,High,84.08,Placed
STU05131,79.05,3.4,3.09,74.46,63.66,High,83.95,Placed
STU05132,77.13,9.86,3.7,87.9,90.0,Medium,97.8,Placed
STU05133,59.28,9.2,3.58,82.98,74.8,Medium,94.98,Placed
STU05134,55.69,1.26,2.18,62.78,51.49,High,72.21,Not Placed
STU05135,96.44,7.94,3.92,87.82,98.8,Medium,100.0,Placed
STU05136,71.21,1.99,2.63,68.05,60.04,Medium,73.11,Placed
STU05137,80.94,1.25,2.61,68.67,69.79,Low,80.51,Placed
STU05138,58.43,3.46,2.72,65.12,50.0,Medium,75.0,Placed
STU05139,84.37,3.42,3.04,74.18,67.49,High,84.39,Placed
STU05140,95.1,8.37,3.91,89.42,88.48,Low,100.0,Placed
STU05141,79.75,7.4,3.5,82.21,64.88,High,95.08,Placed
STU05142,60.42,9.83,3.64,92.79,77.89,High,100.0,Placed
STU05143,80.01,7.4,3.59,96.19,89.8,High,100.0,Placed
STU05144,87.95,4.76,3.14,75.31,82.99,High,80.13,Placed
STU05145,72.48,7.29,3.38,76.37,77.13,Low,81.99,Placed
STU05146,92.83,10.0,3.98,93.45,99.76,Medium,100.0,Placed
STU05147,82.89,7.39,3.6,84.83,83.82,Low,90.83,Placed
STU05148,93.67,7.86,3.74,90.61,100.0,High,95.97,Placed
STU05149,81.81,9.45,4.0,89.99,98.08,High,100.0,Placed
STU05150,60.65,2.02,2.56,69.8,50.0,Low,88.17,Placed
STU05151,68.32,7.34,3.24,77.91,78.34,Medium,87.32,Placed
STU05152,63.68,8.66,3.5,84.2,79.29,Medium,98.47,Placed
STU05153,94.08,9.59,4.0,86.94,100.0,Medium,100.0,Placed
STU05154,87.7,2.9,2.97,81.79,76.18,Medium,82.27,Placed
STU05155,84.09,5.54,3.23,72.28,80.99,High,81.54,Placed
STU05156,67.94,7.12,3.17,84.16,61.84,Low,97.17,Placed
STU05157,62.91,3.23,2.81,64.3,50.0,Low,84.02,Placed
STU05158,87.53,6.4,3.66,84.63,88.93,Medium,92.0,Placed
STU05159,75.39,3.32,2.85,72.51,58.66,Low,86.26,Placed
STU05160,64.71,4.0,2.94,67.65,50.43,Medium,75.15,Placed
STU05161,81.51,4.97,2.77,62.99,62.68,Low,74.22,Placed
STU05162,56.73,5.76,3.16,72.49,54.82,Medium,89.5,Placed
STU05163,69.03,5.04,3.02,76.45,67.6,Medium,87.43,Placed
STU05164,75.15,5.44,3.21,75.56,74.16,Medium,87.2,Placed
STU05165,61.36,3.69,2.68,66.9,60.26,High,84.67,Placed
STU05166,97.34,2.43,3.28,86.17,77.82,High,79.41,Placed
STU05167,63.99,1.43,2.26,61.02,51.12,Low,76.52,Placed
STU05168,60.61,2.76,2.79,76.93,56.85,Low,82.42,Placed
STU05169,63.75,6.24,3.2,73.97,67.5,High,98.8,Placed
STU05170,88.07,8.08,3.88,80.89,86.17,Medium,91.04,Placed
STU05171,73.3,2.52,2.68,69.12,63.0,Medium,74.4,Placed
STU05172,79.31,1.98,2.54,73.58,52.48,High,69.82,Placed
STU05173,55.9,7.74,3.39,73.82,62.95,Low,98.27,Placed
STU05174,56.48,3.75,2.71,73.91,50.0,Medium,87.42,Placed
STU05175,74.17,9.56,4.0,83.2,92.14,High,100.0,Placed
STU05176,90.12,7.43,3.69,80.34,83.52,High,99.72,Placed
STU05177,93.07,3.94,3.17,80.09,81.97,High,91.84,Placed
STU05178,58.73,3.61,2.88,85.43,50.23,Medium,82.64,Placed
STU05179,78.15,5.71,3.57,78.24,71.31,High,95.59,Placed
STU05180,94.27,1.71,2.92,78.67,77.82,Low,67.73,Placed
STU05181,71.68,2.06,2.52,68.69,56.01,Medium,82.16,Placed
STU05182,90.67,2.58,3.12,75.05,86.4,Low,79.86,Placed
STU05183,60.75,7.97,3.32,85.18,55.67,Low,100.0,Placed
STU05184,95.22,5.62,3.61,79.13,91.84,High,88.11,Placed
STU05185,87.31,1.1,2.69,66.45,67.63,Low,76.41,Placed
STU05186,95.48,7.06,3.98,90.01,92.26,High,100.0,Placed
STU05187,84.09,4.81,3.13,85.52,78.53,Medium,73.4,Placed
STU05188,70.63,5.6,3.22,82.4,74.28,Low,97.29,Placed
STU05189,95.34,2.93,3.05,69.52,81.65,Medium,85.03,Placed
STU05190,66.85,5.97,3.11,74.19,72.39,Medium,80.51,Placed
STU05191,69.28,9.81,3.7,89.29,80.14,High,100.0,Placed
STU05192,85.13,1.66,2.89,82.55,61.89,High,79.01,Placed
STU05193,87.91,3.56,3.24,80.02,75.46,Medium,83.84,Placed
STU05194,94.96,3.19,3.24,75.94,87.45,High,80.76,Placed
STU05195,63.81,3.24,2.68,80.35,53.29,Low,77.9,Placed
STU05196,89.31,4.41,3.27,78.89,73.18,Medium,90.84,Placed
STU05197,86.76,8.36,3.94,84.26,93.21,High,100.0,Placed
STU05198,57.74,9.22,3.64,79.78,70.86,Medium,99.85,Placed
STU05199,71.65,2.82,2.34,62.16,56.16,Low,75.23,Placed
STU05200,67.16,5.89,3.1,91.36,64.99,Medium,87.13,Placed
STU05201,68.09,6.73,3.25,86.08,68.58,High,86.08,Placed
STU05202,97.27,5.7,3.66,80.68,89.94,Medium,92.75,Placed
STU05203,82.64,4.91,3.22,87.25,79.71,High,83.3,Placed
STU05204,85.86,2.73,3.05,79.33,69.44,Low,76.03,Placed
STU05205,96.99,5.39,3.35,82.6,92.97,High,77.21,Placed
STU05206,71.22,4.61,3.05,73.0,62.61,Low,82.67,Placed
STU05207,89.48,8.16,3.95,84.84,100.0,High,100.0,Placed
STU05208,73.68,7.87,3.31,79.57,87.69,Medium,100.0,Placed
STU05209,92.39,2.21,3.34,70.3,70.39,Medium,85.08,Placed
STU05210,62.77,1.8,2.64,69.24,50.0,Medium,68.51,Placed
STU05211,95.75,9.17,4.0,88.02,100.0,Medium,100.0,Placed
STU05212,64.41,5.82,2.96,82.12,65.53,High,80.51,Placed
STU05213,69.03,8.72,3.57,79.72,79.69,High,100.0,Placed
STU05214,87.52,1.52,2.8,77.71,65.65,Medium,74.15,Placed
STU05215,71.93,5.74,3.26,68.77,68.97,Low,86.56,Placed
STU05216,81.15,5.85,3.57,88.68,75.42,High,97.03,Placed
STU05217,74.12,8.75,3.6,78.73,82.36,High,98.32,Placed
STU05218,86.92,1.88,2.92,75.69,62.7,Medium,83.32,Placed
STU05219,64.82,3.16,2.5,72.07,55.75,Medium,70.74,Placed
STU05220,57.51,4.66,2.75,74.04,50.0,Medium,82.26,Placed
STU05221,67.9,8.79,3.64,83.19,72.6,Medium,100.0,Placed
STU05222,75.4,9.45,3.9,80.62,83.08,Medium,89.83,Placed
STU05223,62.22,9.93,3.56,78.28,77.63,High,97.06,Placed
STU05224,70.26,9.63,3.68,89.17,83.65,High,98.02,Placed
STU05225,72.2,1.05,2.71,69.53,60.49,High,74.48,Placed
STU05226,57.47,1.43,2.5,69.49,50.0,Low,71.32,Not Placed
STU05227,80.08,2.33,2.83,66.52,73.64,Medium,79.45,Placed
STU05228,93.03,4.14,2.93,79.46,77.97,Low,81.42,Placed
STU05229,61.52,8.47,3.82,79.24,66.2,High,100.0,Placed
STU05230,80.71,9.03,3.81,90.33,88.28,Medium,100.0,Placed
STU05231,83.58,2.68,2.86,69.0,67.89,Medium,71.45,Placed
STU05232,73.03,6.58,3.25,84.12,75.33,High,90.81,Placed
STU05233,85.15,9.26,3.97,87.72,94.17,High,100.0,Placed
STU05234,72.66,5.17,3.17,75.29,64.07,Low,83.57,Placed
STU05235,76.7,1.93,2.83,82.0,61.05,Low,78.59,Placed
STU05236,55.32,5.12,2.71,72.16,53.69,Low,80.43,Placed
STU05237,84.74,4.38,3.13,75.77,81.69,Medium,80.06,Placed
STU05238,83.44,6.2,3.74,89.38,77.56,Low,89.67,Placed
STU05239,56.65,4.95,2.88,67.11,52.11,Low,71.3,Placed
STU05240,70.83,1.16,2.46,56.88,50.0,High,72.74,Placed
STU05241,97.1,9.95,4.0,93.79,97.06,Medium,100.0,Placed
STU05242,73.09,5.89,3.31,75.49,63.05,Medium,85.08,Placed
STU05243,76.58,5.26,3.34,84.44,67.84,Low,87.55,Placed
STU05244,94.13,9.59,4.0,88.23,100.0,High,96.97,Placed
STU05245,85.84,2.4,2.86,68.49,75.03,Medium,81.06,Placed
STU05246,80.03,2.7,2.91,77.96,74.8,Medium,77.5,Placed
STU05247,89.31,8.27,4.0,85.95,85.56,High,100.0,Placed
STU05248,92.17,3.35,3.3,74.16,67.09,High,83.04,Placed
STU05249,74.65,8.19,3.48,76.52,81.19,Low,91.26,Placed
STU05250,75.43,3.44,2.52,61.53,76.8,Medium,74.37,Placed
STU05251,71.6,1.3,2.56,72.77,53.26,Medium,80.77,Placed
STU05252,96.57,5.65,3.67,79.32,89.82,Medium,100.0,Placed
STU05253,84.98,2.77,2.78,73.15,61.88,Low,70.77,Placed
STU05254,58.58,7.82,3.3,78.7,65.49,Medium,98.17,Placed
STU05255,92.11,6.77,3.61,78.58,88.25,Medium,89.08,Placed
STU05256,75.66,9.31,3.8,77.96,70.91,Medium,97.8,Placed
STU05257,57.96,8.05,3.24,91.6,59.28,Medium,94.59,Placed
STU05258,78.64,2.63,3.02,75.96,59.09,Medium,82.87,Placed
STU05259,72.94,8.2,3.6,92.27,68.48,Medium,93.73,Placed
STU05260,92.74,6.78,3.53,88.13,85.17,Medium,96.86,Placed
STU05261,63.77,7.02,3.4,79.16,70.13,Medium,98.94,Placed
STU05262,90.54,8.49,3.69,85.21,89.1,Low,100.0,Placed
STU05263,78.98,6.16,3.55,83.38,83.57,Medium,88.02,Placed
STU05264,57.35,5.19,3.04,85.68,54.28,High,83.54,Placed
STU05265,96.79,6.73,3.92,91.19,94.58,High,100.0,Placed
STU05266,77.04,3.68,2.93,71.17,70.66,High,89.46,Placed
STU05267,67.51,2.64,2.58,72.77,66.14,Medium,69.78,Placed
STU05268,75.18,6.55,3.37,84.49,70.5,High,93.34,Placed
STU05269,91.89,3.1,3.08,71.1,80.48,Low,85.69,Placed
STU05270,68.11,1.72,2.43,71.65,50.0,Medium,65.77,Not Placed
STU05271,63.29,1.0,2.27,73.93,58.98,Low,74.77,Not Placed
STU05272,60.55,6.47,3.07,72.61,56.63,High,99.27,Placed
STU05273,67.81,4.26,2.73,69.17,64.33,Medium,84.14,Placed
STU05274,88.54,7.77,3.85,91.95,98.5,High,100.0,Placed
STU05275,75.28,4.38,3.03,74.56,61.17,High,80.28,Placed
STU05276,64.78,5.37,2.98,70.87,66.52,Medium,83.11,Placed
STU05277,62.15,4.66,2.72,76.99,52.75,Medium,78.24,Placed
STU05278,69.31,6.86,3.14,80.61,84.98,Low,85.73,Placed
STU05279,95.42,4.21,3.6,83.7,72.6,High,88.22,Placed
STU05280,69.75,9.67,3.65,89.46,70.72,High,100.0,Placed
STU05281,97.49,9.43,4.0,93.98,94.54,Medium,99.56,Placed
STU05282,75.86,8.63,3.71,84.07,75.05,High,97.6,Placed
STU05283,62.7,9.28,3.17,87.87,76.14,High,96.83,Placed
STU05284,93.32,5.04,3.67,92.02,95.58,Medium,81.25,Placed
STU05285,74.8,5.83,3.35,70.26,79.25,High,94.89,Placed
STU05286,85.52,7.68,3.57,77.68,87.85,Low,97.12,Placed
STU05287,97.3,7.27,3.8,74.26,94.69,High,98.61,Placed
STU05288,57.16,9.02,3.29,77.83,64.14,Medium,100.0,Placed
STU05289,59.16,7.45,3.53,76.28,67.01,High,99.87,Placed
STU05290,85.98,9.98,3.9,82.74,92.47,Medium,100.0,Placed
STU05291,67.12,4.14,2.8,79.04,62.24,High,82.66,Placed
STU05292,62.92,8.5,3.36,71.53,66.39,High,95.53,Placed
STU05293,56.69,7.28,3.2,79.1,54.98,Medium,88.7,Placed
STU05294,55.94,7.22,3.38,81.15,61.57,Medium,88.42,Placed
STU05295,88.3,3.93,3.43,80.78,77.46,Medium,89.13,Placed
STU05296,60.78,8.07,3.31,80.4,64.26,High,96.24,Placed
STU05297,75.11,9.1,3.8,74.43,77.8,High,100.0,Placed
STU05298,81.05,2.97,2.92,71.03,72.09,Low,73.45,Placed
STU05299,73.42,6.63,3.2,86.1,76.35,Medium,76.97,Placed
STU05300,56.17,4.53,3.14,71.64,64.78,High,85.69,Placed
STU05301,88.69,9.91,4.0,96.33,100.0,Medium,95.64,Placed
STU05302,55.45,5.31,2.91,67.84,50.0,Medium,86.27,Placed
STU05303,87.76,3.05,3.26,71.51,73.23,Low,93.47,Placed
STU05304,93.41,4.44,3.5,77.22,74.85,High,90.51,Placed
STU05305,73.61,6.88,3.4,86.44,63.51,Medium,90.58,Placed
STU05306,78.03,1.68,2.72,69.93,75.65,Medium,70.36,Placed
STU05307,75.51,6.43,3.57,84.62,83.59,High,90.72,Placed
STU05308,71.74,9.38,3.59,83.46,76.75,High,99.49,Placed
STU05309,93.16,8.65,4.0,87.73,100.0,High,100.0,Placed
STU05310,93.44,1.61,2.86,80.68,82.93,Low,77.51,Placed
STU05311,69.44,9.94,4.0,91.86,68.85,High,100.0,Placed
STU05312,81.45,7.29,3.56,77.06,87.13,Medium,98.58,Placed
STU05313,94.86,2.46,3.09,75.73,75.32,Medium,88.23,Placed
STU05314,96.37,1.11,2.86,83.0,77.73,High,77.36,Placed
STU05315,76.89,2.54,2.7,74.05,82.19,Medium,78.09,Placed
STU05316,74.47,8.54,3.61,75.76,89.72,High,89.87,Placed
STU05317,66.98,1.19,2.64,64.5,51.4,High,66.99,Placed
STU05318,96.23,3.1,2.81,78.18,89.81,Medium,71.86,Placed
STU05319,61.14,7.82,3.15,81.36,55.83,High,91.21,Placed
STU05320,79.93,6.27,3.28,74.77,80.79,Low,86.2,Placed
STU05321,67.15,8.04,3.3,83.36,76.02,High,91.63,Placed
STU05322,67.0,7.72,3.64,91.66,75.98,Medium,92.59,Placed
STU05323,72.41,1.46,2.74,80.21,54.25,Low,71.55,Placed
STU05324,97.95,9.03,4.0,96.02,100.0,Medium,93.79,Placed
STU05325,57.36,3.04,2.47,72.43,55.16,Low,76.9,Placed
STU05326,79.88,5.98,3.55,81.66,62.91,High,95.92,Placed
STU05327,58.55,6.8,2.91,72.91,60.34,Medium,88.04,Placed
STU05328,61.64,2.52,2.87,74.4,50.0,Low,80.6,Placed
STU05329,73.9,9.79,3.72,80.3,87.45,Medium,100.0,Placed
STU05330,76.95,5.39,3.17,76.29,81.01,Low,89.65,Placed
STU05331,66.13,1.52,2.41,75.24,50.0,Low,76.32,Placed
STU05332,68.61,9.44,3.53,74.36,71.66,Medium,100.0,Placed
STU05333,58.74,6.28,3.36,72.63,61.52,Low,99.06,Placed
STU05334,68.04,7.29,3.48,85.95,64.39,High,84.78,Placed
STU05335,96.56,5.73,3.74,83.13,88.07,High,96.19,Placed
STU05336,95.62,8.51,3.78,75.7,95.04,Medium,93.75,Placed
STU05337,69.4,1.3,2.51,69.85,57.9,Low,79.76,Placed
STU05338,79.55,3.42,3.03,75.38,70.77,High,82.5,Placed
STU05339,94.11,5.23,3.49,79.68,86.94,High,91.7,Placed
STU05340,55.27,1.69,2.16,69.33,54.1,Low,70.55,Not Placed
STU05341,89.86,7.35,3.86,79.68,90.57,High,99.38,Placed
STU05342,95.78,4.54,3.39,80.7,82.75,Low,96.19,Placed
STU05343,58.93,3.45,2.51,69.05,50.73,Medium,83.19,Placed
STU05344,61.94,1.03,2.06,64.85,50.0,Low,75.64,Not Placed
STU05345,96.31,7.48,3.91,78.23,88.37,High,98.06,Placed
STU05346,78.11,8.5,4.0,85.39,74.67,Medium,91.38,Placed
STU05347,55.61,4.56,2.62,71.48,59.96,Medium,84.0,Placed
STU05348,66.08,6.08,3.18,80.85,61.79,Low,83.36,Placed
STU05349,74.35,3.05,2.99,85.1,65.52,Medium,79.18,Placed
STU05350,84.8,6.6,3.32,83.89,80.84,High,91.1,Placed
STU05351,86.53,1.11,2.64,74.01,67.37,High,73.65,Placed
STU05352,97.8,5.4,3.4,87.13,96.36,High,92.99,Placed
STU05353,67.36,6.8,3.43,79.61,70.34,High,88.26,Placed
STU05354,78.14,9.26,4.0,95.77,79.77,High,100.0,Placed
STU05355,77.93,4.43,3.11,82.89,67.26,High,83.99,Placed
STU05356,72.44,7.89,3.39,78.49,81.77,Low,100.0,Placed
STU05357,62.27,6.38,3.07,86.51,66.86,Low,80.55,Placed
STU05358,97.03,9.34,4.0,90.23,100.0,Low,100.0,Placed
STU05359,91.69,4.59,3.17,88.96,80.68,Medium,88.91,Placed
STU05360,76.43,3.87,2.96,77.06,59.38,High,80.31,Placed
STU05361,80.94,8.98,3.9,83.97,89.74,High,99.08,Placed
STU05362,64.77,1.44,2.51,66.3,52.66,Medium,79.63,Placed
STU05363,78.38,2.23,2.76,71.32,66.06,High,81.25,Placed
STU05364,84.88,1.74,2.79,70.66,59.84,High,72.42,Placed
STU05365,77.15,8.59,3.68,90.56,78.64,High,91.59,Placed
STU05366,97.58,1.1,2.68,72.06,70.72,High,76.97,Placed
STU05367,81.29,8.75,3.81,77.61,88.69,Medium,100.0,Placed
STU05368,70.95,5.06,2.99,76.9,69.55,Medium,87.84,Placed
STU05369,88.2,1.04,2.53,70.94,68.41,Medium,71.68,Placed
STU05370,62.33,4.61,2.93,72.85,64.51,Medium,87.85,Placed
STU05371,71.53,2.68,2.63,72.94,69.22,Low,84.7,Placed
STU05372,69.92,6.62,3.33,79.69,72.91,High,99.15,Placed
STU05373,73.57,7.11,3.55,85.74,79.22,Medium,90.61,Placed
STU05374,88.62,5.39,3.24,81.81,78.81,Medium,100.0,Placed
STU05375,75.82,1.36,2.61,73.09,55.4,Low,77.08,Placed
STU05376,89.14,6.91,3.35,73.72,93.09,High,85.19,Placed
STU05377,79.79,8.58,3.96,98.16,79.32,High,100.0,Placed
STU05378,69.71,7.48,3.21,70.79,77.4,Low,93.26,Placed
STU05379,89.83,8.47,3.79,84.84,100.0,Medium,99.26,Placed
STU05380,65.25,2.8,2.85,68.73,59.53,High,78.09,Placed
STU05381,64.65,9.0,3.53,84.4,73.23,High,100.0,Placed
STU05382,76.69,3.9,2.81,74.36,60.01,Medium,84.39,Placed
STU05383,66.22,1.12,2.52,69.38,52.31,Medium,69.49,Placed
STU05384,55.39,8.59,3.47,89.27,71.14,High,94.23,Placed
STU05385,82.88,9.48,3.82,91.38,88.66,High,99.27,Placed
STU05386,76.98,6.9,3.36,78.7,83.41,High,91.54,Placed
STU05387,74.16,3.08,2.76,77.13,65.76,Medium,83.19,Placed
STU05388,96.58,3.27,3.16,85.71,83.81,High,89.12,Placed
STU05389,79.56,5.2,2.94,80.78,72.35,Medium,83.72,Placed
STU05390,92.13,9.08,3.97,86.92,87.21,High,100.0,Placed
STU05391,61.0,2.35,2.78,65.46,50.0,Low,79.75,Placed
STU05392,79.48,8.43,3.57,84.5,81.28,High,98.26,Placed
STU05393,92.32,3.62,3.09,80.43,83.18,High,92.49,Placed
STU05394,80.07,8.28,3.52,78.33,83.8,Medium,98.35,Placed
STU05395,85.87,9.28,4.0,88.11,98.05,High,100.0,Placed
STU05396,71.0,4.85,3.22,78.26,68.03,Medium,91.1,Placed
STU05397,58.98,4.29,2.95,82.39,52.01,High,76.96,Placed
STU05398,74.69,8.22,3.42,90.26,74.52,Medium,94.5,Placed
STU05399,71.96,5.77,3.27,85.11,66.25,Low,90.53,Placed
STU05400,92.28,7.16,3.92,86.65,91.27,Low,100.0,Placed
STU05401,65.49,6.61,3.3,85.33,64.97,High,92.41,Placed
STU05402,96.57,2.38,3.13,80.76,72.93,Medium,74.57,Placed
STU05403,96.2,8.6,3.91,86.58,100.0,Low,96.91,Placed
STU05404,65.65,2.76,2.68,82.65,56.72,Medium,75.19,Placed
STU05405,69.97,9.39,3.89,83.03,80.79,High,100.0,Placed
STU05406,93.51,3.26,3.19,81.3,74.64,High,76.93,Placed
STU05407,96.56,7.6,3.65,88.02,88.82,Low,100.0,Placed
STU05408,74.07,3.56,2.83,72.49,63.97,Low,81.96,Placed
STU05409,68.8,3.86,3.04,79.31,50.0,Low,84.57,Placed
STU05410,77.62,3.79,3.03,81.11,73.15,High,82.03,Placed
STU05411,84.57,7.73,3.7,85.58,81.63,Low,90.21,Placed
STU05412,66.76,6.01,3.07,79.2,64.84,Low,88.18,Placed
STU05413,86.67,8.95,4.0,88.53,93.74,Medium,100.0,Placed
STU05414,57.22,3.77,2.92,79.06,50.73,High,80.99,Placed
STU05415,57.12,7.23,3.38,79.42,55.37,Medium,98.61,Placed
STU05416,71.61,7.78,3.71,82.93,84.65,High,97.31,Placed
STU05417,70.2,2.36,2.6,71.35,50.0,High,79.24,Placed
STU05418,68.57,4.61,2.89,80.65,50.25,Medium,82.6,Placed
STU05419,76.11,5.35,3.17,69.3,77.17,High,89.29,Placed
STU05420,68.79,4.2,2.92,70.47,53.88,Low,86.92,Placed
STU05421,63.27,3.9,3.0,87.36,64.83,Medium,77.38,Placed
STU05422,68.31,7.18,3.53,83.69,73.44,High,97.85,Placed
STU05423,96.92,2.94,3.23,76.68,83.06,Medium,88.42,Placed
STU05424,72.68,7.38,3.23,82.77,71.88,Low,100.0,Placed
STU05425,74.12,9.42,3.52,78.33,77.59,Medium,99.4,Placed
STU05426,79.79,6.09,3.4,70.24,74.84,High,80.64,Placed
STU05427,97.28,6.5,3.82,87.57,87.07,High,87.27,Placed
STU05428,65.39,1.62,2.46,65.89,59.42,Medium,68.42,Not Placed
STU05429,84.3,8.78,4.0,88.51,84.32,High,100.0,Placed
STU05430,85.79,3.57,2.91,76.56,77.38,Low,92.22,Placed
STU05431,81.11,6.54,3.27,79.9,85.53,Low,88.7,Placed
STU05432,58.81,9.81,3.5,73.51,66.2,Medium,99.93,Placed
STU05433,84.11,6.36,3.36,80.45,83.62,Medium,78.41,Placed
STU05434,57.76,7.52,3.32,82.11,58.41,High,96.54,Placed
STU05435,80.63,5.01,3.15,70.77,73.49,Low,87.16,Placed
STU05436,86.8,1.54,2.55,63.02,66.32,Low,72.35,Placed
STU05437,64.07,8.18,3.57,77.51,66.62,Low,92.25,Placed
STU05438,91.19,1.31,2.55,74.35,72.84,Medium,71.38,Placed
STU05439,56.31,7.31,3.03,66.37,54.68,Low,83.18,Placed
STU05440,91.28,1.21,2.56,74.83,77.22,Low,68.68,Placed
STU05441,74.79,8.76,3.72,86.57,74.63,Medium,93.34,Placed
STU05442,64.36,2.42,2.61,69.99,50.0,Low,70.81,Placed
STU05443,60.75,5.63,3.29,72.11,58.97,Medium,83.41,Placed
STU05444,95.99,6.37,3.78,81.41,88.68,High,98.47,Placed
STU05445,58.12,5.12,3.11,81.18,58.99,Medium,80.54,Placed
STU05446,63.56,4.07,2.86,80.56,58.56,Low,81.44,Placed
STU05447,69.96,5.21,2.93,70.06,56.83,Medium,79.3,Placed
